"session_id","fullscreen","hq","music","hover_duration","n_actions","elapsed_time","n_event_name","n_name","n_fqid","n_room_fqid","n_text_fqid","n_notebook_click","n_object_hover","n_map_hover","n_cutscene_click","n_person_click","n_navigate_click","n_observation_click","n_notification_click","n_object_click","n_map_click","n_page1","n_page2","n_page3","n_page0","n_historicalsociety","n_kohlcenter","n_capitol","n_humanecology","n_drycleaner","n_library","correctness","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","cp1","q1","q2","q3"
"20090319012741024",0,0,1,69838,530,627575,11,4,52,12,30,2,32,27,13,142,201,3,9,88,12,0,2,0,0,280,0,35,76,65,74,0.4,0,0,0,1,1,1,0,0,1,0,0.333333333333333,0,1,0
"20090320140443148",0,0,1,70479,783,903117,10,3,50,13,25,0,27,25,12,133,493,3,9,59,21,0,0,0,0,366,53,78,75,72,139,0.1,1,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0
"20100000291486630",0,0,1,38115,299,333738,11,4,42,11,26,2,15,12,11,118,102,1,9,21,7,2,0,0,0,153,0,23,36,39,48,0.5,0,1,0,1,0,0,1,1,1,0,0.666666666666667,0,1,1
"20100000404860470",0,0,1,59648,256,557003,11,4,40,11,20,6,18,6,11,93,84,1,9,20,7,4,2,0,0,129,0,24,30,28,45,0.6,1,1,0,0,1,1,1,0,1,0,1,1,1,1
"20100006432365430",0,0,1,54728,343,396170,11,4,44,11,26,13,27,3,12,100,91,3,9,78,6,8,3,2,0,180,0,9,57,29,68,0.8,1,1,1,1,1,1,0,1,1,0,0.666666666666667,0,1,1
"20100007011166932",0,0,1,58706,402,555843,10,3,43,12,26,0,19,34,11,141,146,3,9,25,13,0,0,0,0,139,29,9,100,58,67,0.8,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"20100007445515820",0,0,1,0,363,269752,8,3,38,11,22,0,0,0,17,111,188,1,9,28,8,0,0,0,0,190,0,38,38,31,66,0.7,1,0,1,1,0,0,1,1,1,1,0.666666666666667,0,1,1
"20100008103581056",0,0,1,94873,336,1435151,11,4,44,12,22,13,17,11,11,118,106,2,9,40,8,6,4,3,0,168,0,16,56,41,55,0.7,1,1,1,1,0,1,1,0,1,0,1,1,1,1
"20100008262217530",0,0,1,56034,263,461454,10,3,42,11,21,0,18,10,11,118,66,1,9,23,6,0,0,0,0,130,0,12,34,40,47,0.9,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"20100008572266050",0,0,1,131052,547,814090,11,4,48,12,32,8,44,48,11,122,166,9,9,111,18,4,0,4,0,227,23,38,145,47,67,0.3,1,0,0,0,1,0,0,1,0,0,0.666666666666667,0,1,1
"20100009003806170",0,0,1,168205,398,614914,11,4,41,11,23,4,36,8,11,122,84,1,9,114,8,0,0,4,0,233,0,18,33,38,76,0.4,1,0,1,1,0,0,0,0,1,0,1,1,1,1
"20100009303098716",0,0,1,49661,322,472765,11,4,45,11,26,11,24,20,11,103,104,3,12,24,9,4,5,2,0,152,0,18,50,33,69,0.6,1,0,1,1,1,1,1,0,0,0,0.666666666666667,0,1,1
"20100009314461780",1,0,1,28089,262,2570963,11,4,41,11,23,16,19,8,14,98,71,1,9,19,6,8,4,4,0,127,0,8,32,27,68,0.7,1,0,1,0,1,1,1,0,1,1,1,1,1,1
"20100009385330468",0,0,1,99474,516,2016708,11,4,49,13,29,3,25,12,11,140,241,5,9,57,12,0,0,3,0,251,47,38,59,46,75,0.2,0,0,0,1,0,1,0,0,0,0,1,1,1,1
"20100009560590796",0,0,1,73039,412,516994,11,4,43,11,22,17,37,23,11,98,164,1,9,39,12,13,4,0,0,216,0,51,50,33,62,0.9,1,1,1,0,1,1,1,1,1,1,0.666666666666667,0,1,1
"20100010540710908",0,0,0,46923,272,349240,10,3,44,12,20,0,30,5,11,95,78,1,9,35,7,0,0,0,0,132,0,8,33,25,74,0.6,1,0,1,1,1,0,0,1,1,0,1,1,1,1
"20100010554738616",0,0,1,67461,328,637033,11,4,43,12,25,12,14,11,12,102,129,1,9,28,9,8,2,2,0,157,0,58,32,24,57,0.5,1,1,0,0,1,1,0,0,1,0,0.666666666666667,0,1,1
"20100011003256550",0,0,1,30179,284,509768,10,3,41,11,24,0,13,12,13,98,98,5,12,26,6,0,0,0,0,150,0,10,37,28,59,0.3,1,0,1,0,0,1,0,0,0,0,1,1,1,1
"20100011033647636",0,0,1,70419,327,479746,11,6,42,11,25,13,19,8,11,110,104,1,9,43,8,4,3,6,0,154,0,31,58,25,59,0.7,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"20100011050028640",1,0,0,99309,476,683937,11,6,47,12,22,7,50,23,11,119,114,2,9,131,9,4,0,2,1,266,0,15,79,49,67,0.6,1,1,1,0,1,0,1,0,1,0,1,1,1,1
"20100011274731204",0,0,0,69390,484,507797,11,4,42,11,25,10,30,13,11,106,178,1,15,112,7,4,2,4,0,221,0,9,39,45,170,0.3,1,0,0,0,0,0,0,1,1,0,0.666666666666667,1,1,0
"20100011290663880",0,0,1,56113,306,563221,11,4,41,12,21,24,16,7,11,118,93,2,9,17,8,10,6,8,0,154,0,19,33,41,59,0.7,1,1,1,1,0,1,0,1,1,0,0.666666666666667,0,1,1
"20100011394713344",0,0,1,27340,292,377124,11,4,40,11,22,27,13,13,15,93,93,2,9,19,7,13,8,6,0,156,0,9,41,25,61,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"20100011571871700",1,1,1,137950,355,544059,11,4,44,11,23,2,24,12,11,122,96,2,15,62,8,2,0,0,0,153,0,8,42,41,111,0.7,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"20100012014517956",0,0,1,58063,267,396625,11,4,43,11,25,2,18,15,11,99,83,3,9,19,7,2,0,0,0,140,0,19,32,24,52,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100012035069724",0,0,1,65862,304,408310,11,4,42,11,23,2,21,9,11,99,110,1,9,34,7,0,2,0,0,166,0,13,37,31,57,0.8,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"20100012363755750",0,0,1,40699,292,474679,10,3,46,11,26,0,25,11,11,112,87,3,9,26,7,0,0,0,0,158,0,11,39,32,52,0.7,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"20100012471966900",1,1,1,26938,265,458721,11,4,44,11,23,8,12,13,11,98,86,3,10,17,6,6,0,2,0,135,0,8,35,31,56,0.4,0,0,0,1,0,0,1,1,1,0,0.666666666666667,0,1,1
"20100012492111156",0,0,1,76849,349,1305651,11,4,46,12,24,4,21,26,11,122,121,3,9,20,11,0,0,4,0,151,0,20,67,47,64,0.4,1,0,0,0,0,0,1,1,1,0,0.666666666666667,0,1,1
"20100012495345730",0,0,1,90278,350,486119,10,3,44,11,22,0,40,10,11,93,90,4,9,86,6,0,0,0,0,190,0,10,68,28,54,0.4,1,0,0,1,1,0,0,0,1,0,0.666666666666667,0,1,1
"20100012523954740",1,1,1,46388,470,456161,11,4,49,12,28,4,30,13,14,123,196,4,9,67,9,4,0,0,0,223,0,30,48,52,117,0.6,1,0,1,0,1,1,0,1,1,0,0.666666666666667,0,1,1
"20100012540000424",0,0,1,84669,344,4574954,10,3,45,11,28,0,22,25,12,119,110,2,9,32,12,0,0,0,0,159,0,19,46,30,90,0.6,1,0,1,1,1,1,0,0,1,0,1,1,1,1
"20100012562027690",0,0,1,47847,360,122523183,11,4,44,11,26,10,27,12,14,123,130,2,9,26,6,4,2,4,0,156,0,22,39,54,89,0.7,0,1,0,0,1,1,1,1,1,1,0.666666666666667,0,1,1
"20100013054800856",0,0,1,45291,254,467423,10,3,39,11,21,0,18,7,11,118,59,1,9,24,6,0,0,0,0,136,0,6,30,37,45,0.7,1,1,1,0,1,0,1,1,1,0,0.666666666666667,0,1,1
"20100013062325450",0,0,1,95140,391,1024990,11,6,50,12,31,11,21,8,12,136,110,6,12,60,14,5,1,4,1,185,0,17,46,58,85,0.4,0,1,0,1,1,0,0,0,1,0,1,1,1,1
"20100013123715416",0,0,1,25557,256,14663057,11,4,42,11,23,2,15,9,12,102,80,1,9,19,6,2,0,0,0,125,0,11,41,32,47,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"20100013473331852",1,0,1,132967,447,1159604,11,6,54,12,29,7,36,20,11,106,166,8,9,71,12,4,0,0,3,254,0,40,56,38,59,0.6,1,1,0,1,1,0,0,1,1,0,1,1,1,1
"20100013511751244",0,0,1,66123,299,561528,11,4,46,11,25,2,21,13,11,128,75,2,9,31,6,2,0,0,0,134,0,8,47,45,65,0.7,1,0,1,1,1,0,0,1,1,1,1,1,1,1
"20100014024611770",1,0,1,54555,241,414126,11,4,41,11,21,6,11,3,11,114,58,2,9,20,6,2,2,2,0,126,0,7,29,38,41,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100014035994700",0,0,1,58587,343,505119,10,3,47,11,25,0,22,12,11,117,120,4,9,39,8,0,0,0,0,175,0,30,43,39,56,0.6,1,1,0,1,0,0,1,1,1,0,1,1,1,1
"20100014151142000",0,0,1,38983,305,402912,11,5,43,11,24,5,18,13,12,121,94,2,9,23,7,0,1,4,0,148,0,10,39,43,65,0.7,1,1,0,0,1,1,1,1,1,0,1,1,1,1
"20100014154454230",0,0,1,0,449,14986623,9,4,42,11,23,14,0,0,15,118,245,2,9,36,9,4,4,6,0,232,0,16,32,47,122,0.3,1,0,0,0,1,1,0,0,0,0,1,1,1,1
"20100014211946468",0,1,0,60070,591,892425,11,6,54,12,30,23,46,35,11,114,312,7,9,25,8,6,3,14,0,228,0,81,53,44,185,0.5,1,0,1,1,1,0,0,0,1,0,1,1,1,1
"20100014511488036",0,1,1,56462,552,786393,11,4,48,13,32,2,27,31,13,113,288,7,9,49,12,0,2,0,0,282,45,69,47,29,80,0.3,1,0,0,1,0,0,0,0,1,0,1,1,1,1
"20100015040218188",0,0,1,34419,246,334741,10,3,42,11,24,0,20,9,13,99,71,1,9,17,6,0,0,0,0,124,0,7,36,31,48,0.8,1,1,1,1,0,0,1,1,1,1,1,1,1,1
"20100015125877780",1,1,1,55990,305,416987,10,3,43,11,25,0,22,19,11,111,104,1,9,17,10,0,0,0,0,151,0,31,38,26,59,0.9,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"20100015283382064",1,1,1,48444,294,435242,11,4,44,12,21,6,15,7,11,117,89,1,9,29,9,4,2,0,0,161,0,8,36,42,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100015580955656",1,0,1,101331,296,938421,11,4,45,11,25,13,19,14,11,125,71,5,9,22,6,9,4,0,0,154,0,6,46,38,52,0.8,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"20100015595709668",0,0,1,37080,321,350017,10,3,44,11,26,0,24,8,12,132,108,2,9,19,6,0,0,0,0,152,0,12,31,54,72,0.8,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"20100016032214516",1,0,1,79782,578,894851,11,4,50,13,28,20,27,21,11,133,283,3,9,58,12,8,4,8,0,286,44,70,63,51,64,0.7,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"20100016060832892",0,0,1,76683,288,497271,11,4,42,11,20,10,15,12,11,113,77,2,12,29,6,2,8,0,0,140,0,12,39,38,59,0.5,1,0,1,1,0,0,0,1,1,0,0.666666666666667,0,1,1
"20100016070249504",0,0,1,34018,262,366561,10,3,43,11,27,0,13,8,12,104,76,1,12,28,7,0,0,0,0,136,0,10,38,30,48,0.5,1,1,0,0,1,1,0,0,1,0,1,1,1,1
"20100016190952620",1,0,1,52689,250,518820,11,4,40,11,23,2,15,4,11,100,82,2,9,17,7,2,0,0,0,137,0,7,43,24,39,0.7,1,1,1,0,0,1,1,1,1,0,0.666666666666667,0,1,1
"20100016263918300",1,0,1,79292,678,2812364,11,5,54,13,30,14,30,28,11,115,328,10,13,93,35,4,4,0,6,354,52,42,67,86,77,0.2,0,0,0,0,1,0,0,1,0,0,1,1,1,1
"20100016265132170",0,0,1,80583,258,636004,11,4,42,11,23,2,17,17,12,95,71,2,9,23,9,0,2,0,0,124,0,13,41,24,56,0.7,1,1,1,1,0,1,1,0,1,0,1,1,1,1
"20100017041691464",0,0,1,30165,250,428364,11,4,40,11,21,23,9,3,11,114,56,2,9,16,6,13,4,6,0,132,0,6,31,36,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100017174504320",0,0,1,65673,284,3784996,11,4,45,12,21,2,17,14,11,103,93,1,9,26,7,0,0,2,0,145,0,15,39,31,54,0.6,1,0,1,0,1,1,0,1,1,0,0.666666666666667,0,1,1
"20100017221780384",0,0,1,170519,904,1244342,11,4,53,13,30,31,59,45,11,163,384,9,12,172,17,16,4,11,0,447,36,68,191,70,92,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1
"20100017254481760",0,0,1,0,582,964424,8,3,44,11,25,0,0,0,11,125,339,2,9,85,10,0,0,0,0,271,0,50,87,63,111,0.3,0,1,0,1,1,0,0,0,0,0,0.666666666666667,0,1,1
"20100017263056424",0,0,1,57800,383,464024,11,4,44,11,28,20,31,15,13,130,122,2,9,31,9,12,2,6,0,192,0,25,53,44,69,0.8,0,1,1,0,1,1,1,1,1,1,1,1,1,1
"20100017310338576",0,0,1,44152,350,446530,11,4,41,11,23,9,19,17,11,102,102,3,12,63,11,0,4,5,0,146,0,24,86,39,55,0.7,1,0,1,1,0,1,1,1,1,0,1,1,1,1
"20100018164106616",1,0,1,57203,344,494185,11,6,47,12,29,6,21,17,13,131,107,5,9,23,11,5,0,0,1,176,22,14,39,41,52,0.6,0,1,0,1,1,0,1,1,1,0,1,1,1,1
"20100018271998800",0,0,1,29925,280,336286,10,3,40,11,25,0,11,8,12,132,79,2,9,18,8,0,0,0,0,129,0,7,38,62,44,0.9,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"20100018303409816",1,1,1,48515,253,636342,10,3,46,11,25,0,15,10,14,98,75,5,9,20,6,0,0,0,0,134,0,8,37,26,48,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"20100018421509572",0,0,1,61978,352,3474088,10,3,43,11,28,0,28,13,11,115,122,4,9,32,17,0,0,0,0,175,0,25,64,40,48,0.4,0,0,0,0,1,0,1,1,1,0,0.666666666666667,0,1,1
"20100019111032050",0,0,1,19219,362,259198,11,4,42,11,26,6,21,8,14,128,138,2,9,27,8,2,0,4,0,193,0,13,34,49,73,0.9,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"20100019210476400",0,0,1,70914,280,557791,10,3,40,11,20,0,21,5,11,93,75,1,9,58,6,0,0,0,0,163,0,10,34,27,46,0.8,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"20100019232709284",0,0,1,90393,546,979066,11,6,50,12,29,17,38,36,11,127,226,5,9,64,12,3,6,8,0,240,0,12,113,51,130,0.6,0,1,1,1,0,1,0,1,1,0,1,1,1,1
"20100019573083920",0,1,0,19804,427,218151,11,4,46,11,25,4,18,13,23,97,205,1,12,47,6,0,0,4,0,225,0,13,46,41,102,0.7,1,1,1,0,1,1,1,0,1,0,1,1,1,1
"20100020002294336",0,0,0,0,451,279911,9,4,45,12,25,6,0,0,14,129,245,4,9,33,10,2,2,2,0,211,2,29,49,65,95,0.4,1,1,0,0,0,1,0,1,0,0,0.666666666666667,0,1,1
"20100020040089776",1,1,1,66967,288,417527,11,6,44,11,23,7,17,13,12,96,81,2,9,41,9,6,0,0,1,143,0,25,47,24,49,0.5,0,0,1,1,0,1,1,0,1,0,1,1,1,1
"20100020122406090",1,0,1,72739,375,491356,11,6,50,12,28,8,22,40,18,112,118,3,9,25,19,2,3,0,3,208,0,39,44,30,54,0.3,0,0,1,0,1,1,0,0,0,0,1,1,1,1
"20100020201084828",0,0,1,75528,381,549391,11,4,48,12,29,3,25,25,13,129,128,6,9,33,9,0,0,3,0,201,0,9,57,46,68,0.4,1,0,1,1,0,1,0,0,0,0,0.666666666666667,1,1,0
"20100020201560770",1,1,0,57772,391,810068,11,4,45,11,25,16,16,18,12,120,94,1,9,97,7,8,4,4,0,231,0,32,37,28,63,0.4,0,0,0,1,1,0,0,1,1,0,1,1,1,1
"20100020512263948",0,1,1,38232,243,356328,10,3,40,11,20,0,18,8,11,93,74,1,9,21,7,0,0,0,0,139,0,7,29,25,43,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100021100648030",1,0,1,98821,349,1608681,11,4,47,11,25,6,12,13,14,116,138,3,9,28,9,4,0,2,0,143,0,20,36,45,105,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"20100022495909980",0,0,1,0,590,605790,9,4,48,12,29,4,0,0,13,102,243,5,9,198,15,0,0,4,0,220,0,31,61,56,222,0.5,1,0,1,1,0,1,0,0,1,0,1,1,1,1
"20100023124078624",0,0,0,40033,307,383997,11,4,44,11,25,4,16,14,17,107,103,2,12,24,7,0,2,2,0,156,0,28,42,23,58,0.7,1,0,0,0,1,1,1,1,1,1,0.666666666666667,0,1,1
"20100023464644676",0,0,1,40141,314,312668,10,3,44,11,24,0,18,12,13,95,124,5,12,28,6,0,0,0,0,164,0,12,35,30,73,0.8,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"20100106475056520",0,0,1,47714,373,511512,11,4,43,11,26,7,23,2,13,125,132,1,9,52,8,3,4,0,0,210,0,32,45,39,47,0.8,1,0,1,1,1,1,1,1,1,0,0.666666666666667,0,1,1
"20100107064152736",1,0,0,57986,375,424065,10,3,47,12,27,0,20,13,15,106,163,4,15,30,8,0,0,0,0,215,0,12,53,33,62,0.4,0,1,1,1,0,1,0,0,0,0,1,1,1,1
"20100107145631690",1,1,1,62606,593,888188,11,4,48,12,25,24,30,23,11,105,247,4,12,126,10,15,7,2,0,277,0,53,170,29,64,0.8,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"20100107482652664",0,0,1,56488,310,566052,10,3,43,12,22,0,27,16,11,95,110,2,9,31,8,0,0,0,0,159,0,20,40,26,65,0.7,1,1,1,1,0,1,1,0,1,0,1,1,1,1
"20100107485528388",0,0,1,69332,356,572569,11,4,41,11,27,2,27,3,11,129,81,2,9,84,7,2,0,0,0,195,0,9,66,39,47,0.9,1,1,1,1,1,1,1,1,1,0,0.333333333333333,0,1,0
"20100107574055690",0,1,0,49385,435,432872,10,3,45,12,26,0,25,21,16,125,172,1,9,56,9,0,0,0,0,246,0,17,45,47,80,0.7,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"20100108074945404",0,0,1,145803,627,1246920,11,6,51,13,25,36,89,46,11,124,146,4,9,147,14,19,0,12,5,351,4,20,85,45,122,0.3,0,1,1,0,0,1,0,0,0,0,0.666666666666667,0,1,1
"20100108173056344",1,0,1,78923,445,568315,11,4,44,11,28,8,32,26,11,142,120,3,9,82,11,2,4,2,0,216,0,22,78,47,82,0.4,0,0,1,0,1,1,0,1,0,0,1,1,1,1
"20100108204085468",0,0,0,84824,419,939058,11,4,44,11,24,24,46,17,11,100,118,11,9,74,8,10,4,10,0,264,0,27,35,31,62,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"20100108233796816",1,1,1,31412,275,353101,10,3,43,11,21,0,15,10,11,114,81,2,9,24,8,0,0,0,0,131,0,13,39,39,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100108361406030",0,0,1,41452,311,1249883,11,4,42,11,23,6,23,19,11,104,108,1,9,18,11,0,4,2,0,155,0,33,34,33,56,0.4,0,1,0,0,0,1,1,0,0,1,1,1,1,1
"20100108383025864",0,1,1,54516,289,466295,11,4,42,11,23,6,15,11,11,118,85,2,9,24,7,4,0,2,0,145,0,22,35,42,45,0.7,1,0,1,1,0,1,1,1,1,0,1,1,1,1
"20100108394183868",0,0,0,78614,327,532605,11,4,48,11,22,2,21,16,11,115,86,3,9,55,8,2,0,0,0,149,0,27,46,39,66,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100108401566970",0,0,0,65566,310,830521,11,4,42,11,22,12,29,6,11,119,82,3,9,24,14,6,4,2,0,149,0,36,32,44,49,0.8,1,1,1,1,1,1,0,1,1,0,0.333333333333333,0,1,0
"20100108432199556",1,1,1,87937,349,796138,11,4,44,11,28,16,28,19,11,109,96,3,9,48,9,12,4,0,0,157,0,14,72,34,72,0.5,1,0,1,1,1,0,0,0,1,0,1,1,1,1
"20100108440880468",1,0,1,46665,355,495601,10,3,46,11,23,0,32,8,11,94,96,4,9,92,8,0,0,0,0,193,0,8,39,33,82,0.2,0,0,0,0,1,0,0,0,1,0,1,1,1,1
"20100108444190744",0,0,1,175153,740,1626653,11,4,45,11,21,2,121,21,11,93,140,2,9,330,10,0,0,2,0,424,0,41,165,30,80,0.6,1,1,1,0,1,1,0,0,1,0,1,1,1,1
"20100108470637852",0,0,1,68575,339,1158076,11,4,46,12,25,9,26,5,11,101,133,4,12,31,6,5,2,2,0,198,0,25,45,25,46,0.8,1,1,1,1,1,1,1,0,1,0,0.666666666666667,0,1,1
"20100108492847064",0,0,1,62829,375,832760,11,4,51,12,25,12,33,20,13,130,116,3,9,31,7,4,4,4,0,176,0,35,57,47,60,0.6,1,0,1,1,1,0,1,0,1,0,1,1,1,1
"20100108495321150",0,0,1,53597,269,346224,10,3,43,11,25,0,14,8,12,96,100,4,9,18,7,0,0,0,0,138,0,10,35,27,59,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"20100108534216284",0,1,0,53210,314,706361,11,4,49,12,23,5,18,8,11,119,104,2,9,30,7,3,0,2,0,175,0,10,31,43,55,0.7,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"20100108555032970",0,0,1,73869,320,469115,10,3,44,12,21,0,23,11,12,92,111,2,9,49,10,0,0,0,0,160,17,28,38,31,46,0.8,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"20100108562170828",0,0,1,64097,330,566639,10,3,48,12,26,0,34,24,11,105,95,5,9,36,10,0,0,0,0,173,0,32,43,36,46,0.6,1,0,1,0,0,1,1,1,1,0,1,1,1,1
"20100108574283104",0,0,1,95122,514,749987,10,3,49,13,29,0,40,28,12,131,202,4,9,75,12,0,0,0,0,241,29,54,89,44,57,0.7,1,1,0,0,1,1,1,1,1,0,1,1,1,1
"20100108581646460",0,0,1,51206,263,588728,11,6,41,11,20,10,14,17,11,113,58,3,9,20,7,4,2,3,1,128,0,7,28,46,54,0.5,1,0,1,0,0,1,1,0,1,0,1,1,1,1
